Titik Awal,Koordinat Awal,Tujuan,Koordinat Tujuan,Jarak Tempuh (km),Waktu Tempuh (menit),Kapasitas Full Tanki Bensin (liter),Jarak Tempuh Bensin per Liter (km/l),Rekomendasi_SPBU,Rekomendasi_TempatIstirahat,Rekomendasi_Penginapan
Masjid Agung Serang,"(-6.117978, 106.153106)",Alun-Alun Tasikmalaya,"(-7.327403, 108.217163)",264.6459771352921,264,6,47.54946928371348,ya,ya,tidak
Coban Rondo,"(-7.895497, 112.533402)",Monas,"(-6.175392, 106.827153)",658.1070731197449,963,13,37.22796826778432,ya,ya,ya
Kediri Mall,"(-7.82424, 112.011388)",Alun-Alun Malang,"(-7.978639, 112.630141)",70.27826175030854,73,13,47.56417522316906,tidak,tidak,tidak
Monas,"(-6.175392, 106.827153)",Kraton,"(-7.805691, 110.364914)",430.47395026611287,587,13,45.36998147541192,tidak,ya,tidak
Sam Poo Kong,"(-6.992966, 110.389888)",Situ Gede,"(-7.323856, 108.22867)",241.2647672271669,314,14,43.26847133772174,tidak,ya,tidak
Stasiun Cirebon,"(-6.710515, 108.561267)",Taman Mini,"(-6.30242, 106.895382)",189.5560626929701,241,8,40.0529500120129,tidak,ya,tidak
Coban Rondo,"(-7.895497, 112.533402)",Kediri Mall,"(-7.82424, 112.011388)",58.04334411844664,72,10,38.34831628017909,tidak,tidak,tidak
Trans Studio,"(-6.926855, 107.634515)",Kota Tua,"(-6.1352, 106.813301)",126.4093277567752,143,12,31.02063792836705,tidak,ya,tidak
Simpang Lima Gumul,"(-7.815934, 112.011961)",Simpang Lima Gumul,"(-7.815934, 112.011961)",0.0,0,6,32.80009432682176,tidak,tidak,tidak
Kenjeran Park,"(-7.22302, 112.790361)",Simpang Lima,"(-6.9925, 110.420601)",262.7332010631876,297,11,48.95310020643208,tidak,ya,tidak
Gua Maria Pohsarang,"(-7.856367, 112.010669)",Kota Tua,"(-6.1352, 106.813301)",604.6793250423331,771,4,45.68518078962488,ya,ya,ya
Tugu Pahlawan,"(-7.245971, 112.737826)",Keraton Kasepuhan,"(-6.724108, 108.555726)",465.206990355572,547,15,37.12082444251784,ya,ya,tidak
Taman Mini,"(-6.30242, 106.895382)",Monas,"(-6.175392, 106.827153)",16.012196390435935,16,10,32.66211065160624,tidak,tidak,tidak
Alun-Alun Serang,"(-6.11907, 106.150194)",Gua Maria Pohsarang,"(-7.856367, 112.010669)",675.0173314973515,880,4,33.68665187522837,ya,ya,ya
Sam Poo Kong,"(-6.992966, 110.389888)",Kota Tua,"(-6.1352, 106.813301)",406.4364787504779,518,15,46.54441316856055,tidak,ya,tidak
Trans Studio,"(-6.926855, 107.634515)",Ciputra Waterpark,"(-7.288911, 112.609064)",550.3644812372681,647,7,44.97443944327627,ya,ya,ya
Masjid Agung Serang,"(-6.117978, 106.153106)",Masjid Agung Serang,"(-6.117978, 106.153106)",0.0,0,7,43.86091338266965,tidak,tidak,tidak
Trans Studio,"(-6.926855, 107.634515)",Masjid Agung Serang,"(-6.117978, 106.153106)",186.744549343051,238,9,32.443652962315554,tidak,ya,tidak
Gedung Sate,"(-6.902475, 107.618782)",Tugu Pahlawan,"(-7.245971, 112.737826)",566.164668640769,629,15,33.656730209421085,ya,ya,ya
Trans Studio,"(-6.926855, 107.634515)",Monas,"(-6.175392, 106.827153)",122.2150995864454,162,7,39.57719532475122,tidak,ya,tidak
Kediri Mall,"(-7.82424, 112.011388)",Trans Studio,"(-6.926855, 107.634515)",492.85906731367015,603,4,44.28856048565889,ya,ya,ya
Simpang Lima Gumul,"(-7.815934, 112.011961)",Gunung Galunggung,"(-7.241253, 108.082577)",437.8458793285704,625,9,43.08098052412706,ya,ya,ya
Simpang Lima Gumul,"(-7.815934, 112.011961)",Lawang Sewu,"(-6.983784, 110.40908)",199.50223657167143,278,14,41.43419898107862,tidak,ya,tidak
Situ Gede,"(-7.323856, 108.22867)",Kenjeran Park,"(-7.22302, 112.790361)",503.27799998689056,592,15,41.93334458596712,ya,ya,tidak
Simpang Lima,"(-6.9925, 110.420601)",Simpang Lima Gumul,"(-7.815934, 112.011961)",197.9259141253703,237,14,35.309955139709366,tidak,ya,tidak
Farm House,"(-6.832553, 107.605373)",Lawang Sewu,"(-6.983784, 110.40908)",309.950662818426,344,5,34.96612589076099,ya,ya,tidak
Farm House,"(-6.832553, 107.605373)",Malioboro,"(-7.79558, 110.36949)",323.11119438649496,328,5,45.695892912448016,ya,ya,tidak
Gua Maria Pohsarang,"(-7.856367, 112.010669)",Kediri Mall,"(-7.82424, 112.011388)",3.5732372810599817,5,8,37.43550500775703,tidak,tidak,tidak
Gua Maria Pohsarang,"(-7.856367, 112.010669)",Tugu Pahlawan,"(-7.245971, 112.737826)",105.03090276438392,136,8,42.0204842007394,tidak,ya,tidak
Gunung Galunggung,"(-7.241253, 108.082577)",Alun-Alun Malang,"(-7.978639, 112.630141)",507.8689547956208,525,12,44.31672466537833,ya,ya,tidak
Farm House,"(-6.832553, 107.605373)",Alun-Alun Serang,"(-6.11907, 106.150194)",179.28397959856667,202,5,42.02446550394554,ya,ya,tidak
Simpang Lima Gumul,"(-7.815934, 112.011961)",Alun-Alun Serang,"(-6.11907, 106.150194)",673.909317378515,748,10,36.12687525176026,ya,ya,ya
Alun-Alun Tasikmalaya,"(-7.327403, 108.217163)",Kraton,"(-7.805691, 110.364914)",242.6388191093272,297,12,38.60076756671772,tidak,ya,tidak
Trans Studio,"(-6.926855, 107.634515)",Monas,"(-6.175392, 106.827153)",122.2150995864454,166,13,35.952319860413915,tidak,ya,tidak
Simpang Lima,"(-6.9925, 110.420601)",Jatim Park,"(-7.887634, 112.53475)",253.462109277322,316,4,49.78687368484154,ya,ya,tidak
Banten Lama,"(-6.034228, 106.128827)",Taman Sari,"(-7.811356, 110.359499)",507.0677309065421,533,14,42.96194215064709,ya,ya,tidak
Jatim Park,"(-7.887634, 112.53475)",Gunung Galunggung,"(-7.241253, 108.082577)",495.9812820988999,513,5,43.127933083575215,ya,ya,tidak
Taman Sari,"(-7.811356, 110.359499)",Sam Poo Kong,"(-6.992966, 110.389888)",91.06249024059494,116,12,33.1443405201695,tidak,ya,tidak
Kenjeran Park,"(-7.22302, 112.790361)",Banten Lama,"(-6.034228, 106.128827)",747.5381428647448,786,5,39.81969733417529,ya,ya,ya
Keraton Kasepuhan,"(-6.724108, 108.555726)",Pantai Kejawanan,"(-6.73358, 108.581212)",3.005015916434357,3,5,39.65817145273464,tidak,tidak,tidak
Jatim Park,"(-7.887634, 112.53475)",Kediri Mall,"(-7.82424, 112.011388)",58.07839123971012,71,4,49.86780794994566,tidak,tidak,tidak
Taman Mini,"(-6.30242, 106.895382)",Simpang Lima Gumul,"(-7.815934, 112.011961)",589.1535942878771,631,5,31.643046393783308,ya,ya,ya
Farm House,"(-6.832553, 107.605373)",Kota Tua,"(-6.1352, 106.813301)",116.92245828016324,132,7,33.922814832190895,tidak,ya,tidak
Situ Gede,"(-7.323856, 108.22867)",Banten Lama,"(-6.034228, 106.128827)",272.6574926959994,363,14,44.66352523443374,tidak,ya,tidak
Kraton,"(-7.805691, 110.364914)",Kota Tua,"(-6.1352, 106.813301)",433.7705844452284,464,8,46.90772933639052,ya,ya,tidak
Kota Tua,"(-6.1352, 106.813301)",Trans Studio,"(-6.926855, 107.634515)",126.4093277567752,135,4,42.56234453567082,tidak,ya,tidak
Pantai Kejawanan,"(-6.73358, 108.581212)",Ciputra Waterpark,"(-7.288911, 112.609064)",448.7928265843921,448,8,46.38986109737501,ya,ya,tidak
Tugu Pahlawan,"(-7.245971, 112.737826)",Kediri Mall,"(-7.82424, 112.011388)",102.6990886930164,120,4,38.96914656051677,tidak,ya,tidak
Monas,"(-6.175392, 106.827153)",Simpang Lima Gumul,"(-7.815934, 112.011961)",600.5832011708559,783,10,49.44535023170618,ya,ya,ya
Kraton,"(-7.805691, 110.364914)",Sam Poo Kong,"(-6.992966, 110.389888)",90.41284519854594,120,4,40.89786484348597,tidak,ya,tidak
Coban Rondo,"(-7.895497, 112.533402)",Alun-Alun Malang,"(-7.978639, 112.630141)",14.10580378847123,18,9,35.718168721493115,tidak,tidak,tidak
Taman Sari,"(-7.811356, 110.359499)",Simpang Lima Gumul,"(-7.815934, 112.011961)",182.0400003392852,202,9,39.05852402874108,tidak,ya,tidak
Situ Gede,"(-7.323856, 108.22867)",Coban Rondo,"(-7.895497, 112.533402)",478.6838384497818,598,9,30.78236937225945,ya,ya,tidak
Jatim Park,"(-7.887634, 112.53475)",Simpang Lima Gumul,"(-7.815934, 112.011961)",58.13575813018993,69,14,39.839586145233525,tidak,tidak,tidak
Monas,"(-6.175392, 106.827153)",Malioboro,"(-7.79558, 110.36949)",430.4643095734216,469,8,30.31815222874636,ya,ya,tidak
Lawang Sewu,"(-6.983784, 110.40908)",Sam Poo Kong,"(-6.992966, 110.389888)",2.3514231098737555,3,15,37.90369557637548,tidak,tidak,tidak
Ciputra Waterpark,"(-7.288911, 112.609064)",Simpang Lima Gumul,"(-7.815934, 112.011961)",88.12670388557287,99,15,38.51950347901638,tidak,ya,tidak
Gunung Galunggung,"(-7.241253, 108.082577)",Gua Maria Pohsarang,"(-7.856367, 112.010669)",438.3636642427934,496,15,38.29873232369982,ya,ya,tidak
Situ Gede,"(-7.323856, 108.22867)",Coban Rondo,"(-7.895497, 112.533402)",478.6838384497818,552,6,31.488074767954927,ya,ya,tidak
Alun-Alun Serang,"(-6.11907, 106.150194)",Gedung Sate,"(-6.902475, 107.618782)",184.1512927846321,212,4,40.7439487934287,ya,ya,tidak
Alun-Alun Malang,"(-7.978639, 112.630141)",Alun-Alun Serang,"(-6.11907, 106.150194)",744.3494969166592,950,6,36.024062003582216,ya,ya,ya
Kediri Mall,"(-7.82424, 112.011388)",Alun-Alun Tasikmalaya,"(-7.327403, 108.217163)",421.8464068384333,496,8,48.86932475623363,ya,ya,tidak
Keraton Kasepuhan,"(-6.724108, 108.555726)",Keraton Kasepuhan,"(-6.724108, 108.555726)",0.0,0,8,43.58143542685288,tidak,tidak,tidak
Jatim Park,"(-7.887634, 112.53475)",Trans Studio,"(-6.926855, 107.634515)",550.7851776734066,579,15,30.09164657636193,ya,ya,tidak
Keraton Kasepuhan,"(-6.724108, 108.555726)",Taman Mini,"(-6.30242, 106.895382)",189.3279835375404,264,4,41.161863604892126,ya,ya,tidak
Banten Lama,"(-6.034228, 106.128827)",Stasiun Cirebon,"(-6.710515, 108.561267)",279.12275117187704,315,6,30.994828008114737,ya,ya,tidak
Trans Studio,"(-6.926855, 107.634515)",Taman Sari,"(-7.811356, 110.359499)",316.1838727300024,344,13,32.53094459017063,tidak,ya,tidak
Simpang Lima,"(-6.9925, 110.420601)",Tugu Pahlawan,"(-7.245971, 112.737826)",257.2254785603471,270,13,47.51839770311012,tidak,ya,tidak
Trans Studio,"(-6.926855, 107.634515)",Gedung Sate,"(-6.902475, 107.618782)",3.219518539496279,4,9,49.19877960242357,tidak,tidak,tidak
Gedung Sate,"(-6.902475, 107.618782)",Taman Sari,"(-7.811356, 110.359499)",318.690242008073,478,7,39.33491284023824,ya,ya,tidak
Tugu Pahlawan,"(-7.245971, 112.737826)",Masjid Agung Serang,"(-6.117978, 106.153106)",737.9338588378037,819,5,37.20280817559952,ya,ya,ya
Kota Tua,"(-6.1352, 106.813301)",Taman Sari,"(-7.811356, 110.359499)",433.49881393639134,456,13,38.8746649852414,ya,ya,tidak
Taman Mini,"(-6.30242, 106.895382)",Simpang Lima,"(-6.9925, 110.420601)",396.8373026970237,403,6,42.2878718112894,ya,ya,tidak
Gedung Sate,"(-6.902475, 107.618782)",Gedung Sate,"(-6.902475, 107.618782)",0.0,0,11,48.13861781983568,tidak,tidak,tidak
Gua Maria Pohsarang,"(-7.856367, 112.010669)",Farm House,"(-6.832553, 107.605373)",498.9791709785981,650,4,49.66166132370396,ya,ya,ya
Jatim Park,"(-7.887634, 112.53475)",Kediri Mall,"(-7.82424, 112.011388)",58.07839123971012,68,9,37.39049826974417,tidak,tidak,tidak
Gunung Galunggung,"(-7.241253, 108.082577)",Simpang Lima,"(-6.9925, 110.420601)",259.45155931024027,259,10,41.61377502400349,tidak,ya,tidak
Situ Gede,"(-7.323856, 108.22867)",Coban Rondo,"(-7.895497, 112.533402)",478.6838384497818,495,8,42.06562276700026,ya,ya,tidak
Sam Poo Kong,"(-6.992966, 110.389888)",Ciputra Waterpark,"(-7.288911, 112.609064)",247.04806238493805,251,8,42.45487424361183,tidak,ya,tidak
Coban Rondo,"(-7.895497, 112.533402)",Keraton Kasepuhan,"(-6.724108, 108.555726)",457.6215591562663,572,9,32.49148824620587,ya,ya,tidak
Stasiun Cirebon,"(-6.710515, 108.561267)",Simpang Lima,"(-6.9925, 110.420601)",207.6526594115407,289,4,37.05953837602101,ya,ya,tidak
Ciputra Waterpark,"(-7.288911, 112.609064)",Gedung Sate,"(-6.902475, 107.618782)",552.3145286576059,625,15,41.7172230252442,ya,ya,ya
Gua Maria Pohsarang,"(-7.856367, 112.010669)",Coban Rondo,"(-7.895497, 112.533402)",57.74113297594348,78,9,38.55310294994603,tidak,tidak,tidak
Gedung Sate,"(-6.902475, 107.618782)",Alun-Alun Malang,"(-7.978639, 112.630141)",565.3436294759161,807,12,41.38912780036409,ya,ya,ya
Ciputra Waterpark,"(-7.288911, 112.609064)",Taman Mini,"(-6.30242, 106.895382)",640.3227323752541,686,5,38.54765197079666,ya,ya,ya
Monas,"(-6.175392, 106.827153)",Banten Lama,"(-6.034228, 106.128827)",78.78934085415663,109,7,34.19593048101335,tidak,ya,tidak
Ciputra Waterpark,"(-7.288911, 112.609064)",Malioboro,"(-7.79558, 110.36949)",253.22061004882383,292,14,43.17376663897278,tidak,ya,tidak
Banten Lama,"(-6.034228, 106.128827)",Malioboro,"(-7.79558, 110.36949)",507.41136811017753,708,4,37.55752949402846,ya,ya,ya
Masjid Agung Serang,"(-6.117978, 106.153106)",Farm House,"(-6.832553, 107.605373)",179.04952456658853,255,10,45.25980928942554,tidak,ya,tidak
Monas,"(-6.175392, 106.827153)",Taman Sari,"(-7.811356, 110.359499)",430.1957353398214,460,13,46.30154174550918,tidak,ya,tidak
Keraton Kasepuhan,"(-6.724108, 108.555726)",Ciputra Waterpark,"(-7.288911, 112.609064)",451.7285947825577,553,5,49.87994668660018,ya,ya,tidak
Alun-Alun Malang,"(-7.978639, 112.630141)",Alun-Alun Malang,"(-7.978639, 112.630141)",0.0,0,10,47.72034257127424,tidak,tidak,tidak
Lawang Sewu,"(-6.983784, 110.40908)",Farm House,"(-6.832553, 107.605373)",309.950662818426,338,8,43.00247470321996,ya,ya,tidak
Gua Maria Pohsarang,"(-7.856367, 112.010669)",Coban Rondo,"(-7.895497, 112.533402)",57.74113297594348,58,14,47.70136459928366,tidak,tidak,tidak
Gua Maria Pohsarang,"(-7.856367, 112.010669)",Ciputra Waterpark,"(-7.288911, 112.609064)",91.27885610603286,101,6,30.463156936049188,tidak,ya,tidak
Alun-Alun Tasikmalaya,"(-7.327403, 108.217163)",Trans Studio,"(-6.926855, 107.634515)",78.2080718150794,80,14,34.33029863552952,tidak,tidak,tidak
Banten Lama,"(-6.034228, 106.128827)",Masjid Agung Serang,"(-6.117978, 106.153106)",9.691789459581596,12,15,47.91790132344968,tidak,tidak,tidak
Stasiun Cirebon,"(-6.710515, 108.561267)",Kediri Mall,"(-7.82424, 112.011388)",400.1904510021181,421,13,46.86584097737921,tidak,ya,tidak
Kraton,"(-7.805691, 110.364914)",Alun-Alun Serang,"(-6.11907, 106.150194)",501.56309534079526,614,8,44.22877280911582,ya,ya,ya
Jatim Park,"(-7.887634, 112.53475)",Sam Poo Kong,"(-6.992966, 110.389888)",256.5596423926739,256,4,35.82173502357497,ya,ya,tidak
Tugu Pahlawan,"(-7.245971, 112.737826)",Pantai Kejawanan,"(-6.73358, 108.581212)",462.2807047028173,513,5,46.27512023573802,ya,ya,tidak
Taman Sari,"(-7.811356, 110.359499)",Simpang Lima Gumul,"(-7.815934, 112.011961)",182.0400003392852,260,6,36.67512086466896,ya,ya,tidak
Gunung Galunggung,"(-7.241253, 108.082577)",Gedung Sate,"(-6.902475, 107.618782)",63.54819657353483,77,11,45.606420208006654,tidak,tidak,tidak
Kota Tua,"(-6.1352, 106.813301)",Kediri Mall,"(-7.82424, 112.011388)",603.6531176809914,883,7,36.37867768199367,ya,ya,ya
Monas,"(-6.175392, 106.827153)",Alun-Alun Tasikmalaya,"(-7.327403, 108.217163)",199.91863036635368,230,14,39.11134278422807,tidak,ya,tidak
Pantai Kejawanan,"(-6.73358, 108.581212)",Trans Studio,"(-6.926855, 107.634515)",106.7073422417034,139,13,32.42881358373433,tidak,ya,tidak
Simpang Lima Gumul,"(-7.815934, 112.011961)",Taman Sari,"(-7.811356, 110.359499)",182.0400003392852,202,15,46.08817382908872,tidak,ya,tidak
Gedung Sate,"(-6.902475, 107.618782)",Taman Mini,"(-6.30242, 106.895382)",104.09949292738544,132,9,34.203872177722104,tidak,ya,tidak
Farm House,"(-6.832553, 107.605373)",Tugu Pahlawan,"(-7.245971, 112.737826)",568.259327887633,668,10,34.89061938704036,ya,ya,ya
Situ Gede,"(-7.323856, 108.22867)",Pantai Kejawanan,"(-6.73358, 108.581212)",76.30025948740021,106,11,36.47039588173652,tidak,ya,tidak
Kraton,"(-7.805691, 110.364914)",Kediri Mall,"(-7.82424, 112.011388)",181.39078888157732,190,15,48.52132742766048,tidak,ya,tidak
Farm House,"(-6.832553, 107.605373)",Masjid Agung Serang,"(-6.117978, 106.153106)",179.04952456658853,262,4,35.081610465167806,ya,ya,tidak
Kraton,"(-7.805691, 110.364914)",Jatim Park,"(-7.887634, 112.53475)",239.18901962190165,275,10,44.279169670390345,tidak,ya,tidak
Gua Maria Pohsarang,"(-7.856367, 112.010669)",Farm House,"(-6.832553, 107.605373)",498.9791709785981,748,7,43.61009517604421,ya,ya,ya
Alun-Alun Malang,"(-7.978639, 112.630141)",Masjid Agung Serang,"(-6.117978, 106.153106)",744.0753466633932,842,13,34.9040081201296,ya,ya,ya
Alun-Alun Tasikmalaya,"(-7.327403, 108.217163)",Masjid Agung Serang,"(-6.117978, 106.153106)",264.6459771352921,288,14,49.14222747126392,tidak,ya,tidak
Kota Tua,"(-6.1352, 106.813301)",Monas,"(-6.175392, 106.827153)",4.724238855794931,6,12,32.648627172431944,tidak,tidak,tidak
Trans Studio,"(-6.926855, 107.634515)",Monas,"(-6.175392, 106.827153)",122.2150995864454,130,8,48.025748485649416,tidak,ya,tidak
Malioboro,"(-7.79558, 110.36949)",Trans Studio,"(-6.926855, 107.634515)",316.6969033503146,380,14,48.46960357708468,tidak,ya,tidak
Banten Lama,"(-6.034228, 106.128827)",Banten Lama,"(-6.034228, 106.128827)",0.0,0,15,35.21593976163976,tidak,tidak,tidak
Simpang Lima Gumul,"(-7.815934, 112.011961)",Malioboro,"(-7.79558, 110.36949)",180.95622678136183,221,9,45.60585422750656,tidak,ya,tidak
Tugu Pahlawan,"(-7.245971, 112.737826)",Kraton,"(-7.805691, 110.364914)",268.88370081747235,288,7,47.49141350955129,ya,ya,tidak
Gedung Sate,"(-6.902475, 107.618782)",Banten Lama,"(-6.034228, 106.128827)",190.8410774013607,248,14,32.70326036358977,tidak,ya,tidak
Taman Mini,"(-6.30242, 106.895382)",Kota Tua,"(-6.1352, 106.813301)",20.689654746143912,31,9,38.38947632460352,tidak,tidak,tidak
Simpang Lima,"(-6.9925, 110.420601)",Gedung Sate,"(-6.902475, 107.618782)",309.4219783736561,343,4,37.98758082447815,ya,ya,tidak
Simpang Lima,"(-6.9925, 110.420601)",Stasiun Cirebon,"(-6.710515, 108.561267)",207.6526594115407,222,8,49.64573008463621,tidak,ya,tidak
Trans Studio,"(-6.926855, 107.634515)",Kraton,"(-7.805691, 110.364914)",316.5582859672453,351,14,34.893905636131784,tidak,ya,tidak
Simpang Lima Gumul,"(-7.815934, 112.011961)",Alun-Alun Serang,"(-6.11907, 106.150194)",673.909317378515,735,13,42.84670859621631,ya,ya,ya
Sam Poo Kong,"(-6.992966, 110.389888)",Keraton Kasepuhan,"(-6.724108, 108.555726)",204.6847375431153,299,8,30.098524577302577,ya,ya,tidak
Stasiun Cirebon,"(-6.710515, 108.561267)",Masjid Agung Serang,"(-6.117978, 106.153106)",274.1332427843531,401,13,38.58851853089507,tidak,ya,tidak
Ciputra Waterpark,"(-7.288911, 112.609064)",Trans Studio,"(-6.926855, 107.634515)",550.3644812372681,611,8,41.12062978738725,ya,ya,ya
Situ Gede,"(-7.323856, 108.22867)",Stasiun Cirebon,"(-6.710515, 108.561267)",77.45074768628962,87,13,36.129064082597424,tidak,tidak,tidak
Alun-Alun Malang,"(-7.978639, 112.630141)",Lawang Sewu,"(-6.983784, 110.40908)",268.6935685242365,282,8,48.16175088989701,tidak,ya,tidak
Banten Lama,"(-6.034228, 106.128827)",Pantai Kejawanan,"(-6.73358, 108.581212)",281.9365565507513,302,11,39.27192087325896,tidak,ya,tidak
Simpang Lima,"(-6.9925, 110.420601)",Kota Tua,"(-6.1352, 106.813301)",409.7233243440768,523,9,41.310474960811234,ya,ya,tidak
Lawang Sewu,"(-6.983784, 110.40908)",Coban Rondo,"(-7.895497, 112.533402)",255.22080071498667,356,12,48.37815219729379,tidak,ya,tidak
Farm House,"(-6.832553, 107.605373)",Trans Studio,"(-6.926855, 107.634515)",10.968317181676817,14,4,44.32261846878582,tidak,tidak,tidak
Taman Mini,"(-6.30242, 106.895382)",Ciputra Waterpark,"(-7.288911, 112.609064)",640.3227323752541,873,5,46.49761689179317,ya,ya,ya
Jatim Park,"(-7.887634, 112.53475)",Kraton,"(-7.805691, 110.364914)",239.18901962190165,270,10,32.15199407780605,tidak,ya,tidak
Pantai Kejawanan,"(-6.73358, 108.581212)",Simpang Lima,"(-6.9925, 110.420601)",205.095695987052,219,14,39.60658613527024,tidak,ya,tidak
Farm House,"(-6.832553, 107.605373)",Kraton,"(-7.805691, 110.364914)",323.00665356487895,450,7,49.8405810010588,ya,ya,tidak
Gua Maria Pohsarang,"(-7.856367, 112.010669)",Situ Gede,"(-7.323856, 108.22867)",421.03606254096746,421,9,49.26197310816438,ya,ya,tidak
Situ Gede,"(-7.323856, 108.22867)",Stasiun Cirebon,"(-6.710515, 108.561267)",77.45074768628962,92,5,40.86670727436836,tidak,ya,tidak
Trans Studio,"(-6.926855, 107.634515)",Lawang Sewu,"(-6.983784, 110.40908)",306.31210062072086,367,12,30.683370286974,ya,ya,tidak
Lawang Sewu,"(-6.983784, 110.40908)",Coban Rondo,"(-7.895497, 112.533402)",255.22080071498667,356,5,33.843989839237324,ya,ya,tidak
Banten Lama,"(-6.034228, 106.128827)",Keraton Kasepuhan,"(-6.724108, 108.555726)",278.9415115875594,309,10,40.6725743422597,tidak,ya,tidak
Gua Maria Pohsarang,"(-7.856367, 112.010669)",Ciputra Waterpark,"(-7.288911, 112.609064)",91.27885610603286,121,4,44.50519196611944,tidak,ya,tidak
Kraton,"(-7.805691, 110.364914)",Gedung Sate,"(-6.902475, 107.618782)",319.05965893949354,330,14,41.581212116215575,tidak,ya,tidak
Sam Poo Kong,"(-6.992966, 110.389888)",Banten Lama,"(-6.034228, 106.128827)",482.66324066538647,591,11,48.71680728830104,ya,ya,tidak
Alun-Alun Serang,"(-6.11907, 106.150194)",Lawang Sewu,"(-6.983784, 110.40908)",480.19299384595297,543,4,49.63853514340331,ya,ya,tidak
Coban Rondo,"(-7.895497, 112.533402)",Tugu Pahlawan,"(-7.245971, 112.737826)",75.65728897914536,105,15,32.180309825356915,tidak,ya,tidak
Ciputra Waterpark,"(-7.288911, 112.609064)",Alun-Alun Serang,"(-6.11907, 106.150194)",725.0294471184982,750,15,37.45372511126638,ya,ya,ya
Trans Studio,"(-6.926855, 107.634515)",Tugu Pahlawan,"(-7.245971, 112.737826)",564.2408460781229,604,5,35.72797703007565,ya,ya,ya
Gedung Sate,"(-6.902475, 107.618782)",Alun-Alun Tasikmalaya,"(-7.327403, 108.217163)",81.18971746980557,99,11,30.134670041030574,tidak,ya,tidak
Taman Sari,"(-7.811356, 110.359499)",Kraton,"(-7.805691, 110.364914)",0.8675570308426465,1,5,48.61163776654074,tidak,tidak,tidak
Kediri Mall,"(-7.82424, 112.011388)",Malioboro,"(-7.79558, 110.36949)",180.90522168070044,264,15,42.87971173390925,tidak,ya,tidak
Farm House,"(-6.832553, 107.605373)",Tugu Pahlawan,"(-7.245971, 112.737826)",568.259327887633,811,13,32.97307511186499,ya,ya,ya
Monas,"(-6.175392, 106.827153)",Alun-Alun Tasikmalaya,"(-7.327403, 108.217163)",199.91863036635368,249,11,47.28645121487207,tidak,ya,tidak
Keraton Kasepuhan,"(-6.724108, 108.555726)",Coban Rondo,"(-7.895497, 112.533402)",457.6215591562663,518,10,45.6298709886043,ya,ya,tidak
Monas,"(-6.175392, 106.827153)",Malioboro,"(-7.79558, 110.36949)",430.4643095734216,527,8,46.62883370358539,ya,ya,tidak
Lawang Sewu,"(-6.983784, 110.40908)",Alun-Alun Tasikmalaya,"(-7.327403, 108.217163)",244.8309907195952,288,4,35.27524754450233,ya,ya,tidak
Banten Lama,"(-6.034228, 106.128827)",Gunung Galunggung,"(-7.241253, 108.082577)",254.12106998157668,267,6,30.823426966406096,ya,ya,tidak
Situ Gede,"(-7.323856, 108.22867)",Keraton Kasepuhan,"(-6.724108, 108.555726)",75.82994767732539,81,15,40.46081244735126,tidak,tidak,tidak
Taman Mini,"(-6.30242, 106.895382)",Banten Lama,"(-6.034228, 106.128827)",89.83752827399576,92,6,36.73274853820335,tidak,ya,tidak
Kota Tua,"(-6.1352, 106.813301)",Situ Gede,"(-7.323856, 108.22867)",204.68895736796185,261,13,39.31482669474107,tidak,ya,tidak
Lawang Sewu,"(-6.983784, 110.40908)",Sam Poo Kong,"(-6.992966, 110.389888)",2.3514231098737555,2,5,30.689451260609,tidak,tidak,tidak
Kota Tua,"(-6.1352, 106.813301)",Taman Mini,"(-6.30242, 106.895382)",20.689654746143912,20,11,44.93155320376303,tidak,tidak,tidak
Stasiun Cirebon,"(-6.710515, 108.561267)",Simpang Lima Gumul,"(-7.815934, 112.011961)",399.96918768661067,533,15,30.80892195324341,ya,ya,tidak
Alun-Alun Malang,"(-7.978639, 112.630141)",Coban Rondo,"(-7.895497, 112.533402)",14.10580378847123,19,5,41.53214863264179,tidak,tidak,tidak
Stasiun Cirebon,"(-6.710515, 108.561267)",Alun-Alun Malang,"(-7.978639, 112.630141)",470.3493936829954,553,5,36.33567501627161,ya,ya,tidak
Trans Studio,"(-6.926855, 107.634515)",Monas,"(-6.175392, 106.827153)",122.2150995864454,149,8,34.60828304093821,tidak,ya,tidak
Taman Sari,"(-7.811356, 110.359499)",Alun-Alun Serang,"(-6.11907, 106.150194)",501.2422741348952,733,4,36.20815276488795,ya,ya,ya
Lawang Sewu,"(-6.983784, 110.40908)",Masjid Agung Serang,"(-6.117978, 106.153106)",479.9026709368276,702,12,31.36410825096732,ya,ya,ya
Simpang Lima,"(-6.9925, 110.420601)",Jatim Park,"(-7.887634, 112.53475)",253.462109277322,304,13,46.14374125142534,tidak,ya,tidak
Lawang Sewu,"(-6.983784, 110.40908)",Pantai Kejawanan,"(-6.73358, 108.581212)",203.7036855257944,298,12,40.01837430747945,tidak,ya,tidak
Alun-Alun Tasikmalaya,"(-7.327403, 108.217163)",Alun-Alun Malang,"(-7.978639, 112.630141)",491.6867676632197,517,9,41.84750133446609,ya,ya,tidak
Taman Mini,"(-6.30242, 106.895382)",Taman Mini,"(-6.30242, 106.895382)",0.0,0,8,49.64354305409432,tidak,tidak,tidak
